election,election_date,precinct_code,precinct_name,contest,contest_resolved,choice,choice_raw,votes,row_type,name_resolved
2026 Primary Election,2026-05-05,0042,American K,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0042,American K,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0042,American K,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,53,tally,
2026 Primary Election,2026-05-05,0043,American L,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,51,choice,yes
2026 Primary Election,2026-05-05,0043,American L,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,51,tally,
2026 Primary Election,2026-05-05,0043,American L,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0043,American L,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,2,tally,
2026 Primary Election,2026-05-05,0043,American L,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,53,tally,
2026 Primary Election,2026-05-05,0044,Harrod,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,8,choice,yes
2026 Primary Election,2026-05-05,0044,Harrod,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,8,tally,
2026 Primary Election,2026-05-05,0044,Harrod,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0044,Harrod,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0044,Harrod,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,8,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,12,choice,yes
2026 Primary Election,2026-05-05,0045,Auglaize A,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,12,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0045,Auglaize A,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,12,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,34,choice,yes
2026 Primary Election,2026-05-05,0046,Auglaize B,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,34,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,2,tally,
2026 Primary Election,2026-05-05,0046,Auglaize B,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,36,tally,
2026 Primary Election,2026-05-05,0047,Bath A,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,45,choice,yes
2026 Primary Election,2026-05-05,0047,Bath A,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,45,tally,
2026 Primary Election,2026-05-05,0047,Bath A,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0047,Bath A,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0047,Bath A,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,50,tally,
2026 Primary Election,2026-05-05,0048,Bath B,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,36,choice,yes
2026 Primary Election,2026-05-05,0048,Bath B,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,36,tally,
2026 Primary Election,2026-05-05,0048,Bath B,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0048,Bath B,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0048,Bath B,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,37,tally,
2026 Primary Election,2026-05-05,0049,Bath C,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,17,choice,yes
2026 Primary Election,2026-05-05,0049,Bath C,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,17,tally,
2026 Primary Election,2026-05-05,0049,Bath C,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0049,Bath C,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0049,Bath C,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,17,tally,
2026 Primary Election,2026-05-05,0050,Bath D,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,39,choice,yes
2026 Primary Election,2026-05-05,0050,Bath D,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,39,tally,
2026 Primary Election,2026-05-05,0050,Bath D,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0050,Bath D,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,4,tally,
2026 Primary Election,2026-05-05,0050,Bath D,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,43,tally,
2026 Primary Election,2026-05-05,0051,Bath E,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,16,choice,yes
2026 Primary Election,2026-05-05,0051,Bath E,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,16,tally,
2026 Primary Election,2026-05-05,0051,Bath E,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0051,Bath E,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0051,Bath E,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,19,tally,
2026 Primary Election,2026-05-05,0052,Bath F,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,37,choice,yes
2026 Primary Election,2026-05-05,0052,Bath F,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,37,tally,
2026 Primary Election,2026-05-05,0052,Bath F,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0052,Bath F,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0052,Bath F,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,38,tally,
2026 Primary Election,2026-05-05,0053,Bath G,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,43,choice,yes
2026 Primary Election,2026-05-05,0053,Bath G,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,43,tally,
2026 Primary Election,2026-05-05,0053,Bath G,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0053,Bath G,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0053,Bath G,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,48,tally,
2026 Primary Election,2026-05-05,0054,Bath H,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,62,choice,yes
2026 Primary Election,2026-05-05,0054,Bath H,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,62,tally,
2026 Primary Election,2026-05-05,0054,Bath H,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0054,Bath H,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0054,Bath H,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,65,tally,
2026 Primary Election,2026-05-05,0055,Bath I,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,17,choice,yes
2026 Primary Election,2026-05-05,0055,Bath I,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,17,tally,
2026 Primary Election,2026-05-05,0055,Bath I,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0055,Bath I,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0055,Bath I,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,18,tally,
2026 Primary Election,2026-05-05,0056,Lafayette,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,5,choice,yes
2026 Primary Election,2026-05-05,0056,Lafayette,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,5,tally,
2026 Primary Election,2026-05-05,0056,Lafayette,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0056,Lafayette,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0056,Lafayette,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,5,tally,
2026 Primary Election,2026-05-05,0057,Jackson A,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,32,choice,yes
2026 Primary Election,2026-05-05,0057,Jackson A,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,32,tally,
2026 Primary Election,2026-05-05,0057,Jackson A,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0057,Jackson A,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0057,Jackson A,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,32,tally,
2026 Primary Election,2026-05-05,0058,Jackson B,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,29,choice,yes
2026 Primary Election,2026-05-05,0058,Jackson B,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,29,tally,
2026 Primary Election,2026-05-05,0058,Jackson B,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0058,Jackson B,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0058,Jackson B,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,32,tally,
2026 Primary Election,2026-05-05,0059,Marion A,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,27,choice,yes
2026 Primary Election,2026-05-05,0059,Marion A,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,27,tally,
2026 Primary Election,2026-05-05,0059,Marion A,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0059,Marion A,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0059,Marion A,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,28,tally,
2026 Primary Election,2026-05-05,0060,Marion B,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,22,choice,yes
2026 Primary Election,2026-05-05,0060,Marion B,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,22,tally,
2026 Primary Election,2026-05-05,0060,Marion B,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0060,Marion B,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0060,Marion B,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,23,tally,
2026 Primary Election,2026-05-05,0061,Cairo,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,13,choice,yes
2026 Primary Election,2026-05-05,0061,Cairo,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,13,tally,
2026 Primary Election,2026-05-05,0061,Cairo,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0061,Cairo,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0061,Cairo,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,16,tally,
2026 Primary Election,2026-05-05,0062,Monroe E,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,10,choice,yes
2026 Primary Election,2026-05-05,0062,Monroe E,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,10,tally,
2026 Primary Election,2026-05-05,0062,Monroe E,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0062,Monroe E,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0062,Monroe E,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,10,tally,
2026 Primary Election,2026-05-05,0063,Monroe W,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,14,choice,yes
2026 Primary Election,2026-05-05,0063,Monroe W,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,14,tally,
2026 Primary Election,2026-05-05,0063,Monroe W,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0063,Monroe W,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,2,tally,
2026 Primary Election,2026-05-05,0063,Monroe W,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,16,tally,
2026 Primary Election,2026-05-05,0064,Perry A,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,26,choice,yes
2026 Primary Election,2026-05-05,0064,Perry A,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,26,tally,
2026 Primary Election,2026-05-05,0064,Perry A,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0064,Perry A,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0064,Perry A,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,26,tally,
2026 Primary Election,2026-05-05,0065,Perry B,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,39,choice,yes
2026 Primary Election,2026-05-05,0065,Perry B,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,39,tally,
2026 Primary Election,2026-05-05,0065,Perry B,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0065,Perry B,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,3,tally,
2026 Primary Election,2026-05-05,0065,Perry B,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,42,tally,
2026 Primary Election,2026-05-05,0066,Perry C,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,23,choice,yes
2026 Primary Election,2026-05-05,0066,Perry C,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,23,tally,
2026 Primary Election,2026-05-05,0066,Perry C,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0066,Perry C,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,4,tally,
2026 Primary Election,2026-05-05,0066,Perry C,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,27,tally,
2026 Primary Election,2026-05-05,0067,Beaverdam,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,4,choice,yes
2026 Primary Election,2026-05-05,0067,Beaverdam,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,4,tally,
2026 Primary Election,2026-05-05,0067,Beaverdam,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0067,Beaverdam,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,0,tally,
2026 Primary Election,2026-05-05,0067,Beaverdam,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,4,tally,
2026 Primary Election,2026-05-05,0068,Bluffton A,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,108,choice,yes
2026 Primary Election,2026-05-05,0068,Bluffton A,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,108,tally,
2026 Primary Election,2026-05-05,0068,Bluffton A,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0068,Bluffton A,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,5,tally,
2026 Primary Election,2026-05-05,0068,Bluffton A,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,113,tally,
2026 Primary Election,2026-05-05,0069,Bluffton B,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,84,choice,yes
2026 Primary Election,2026-05-05,0069,Bluffton B,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,84,tally,
2026 Primary Election,2026-05-05,0069,Bluffton B,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0069,Bluffton B,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,2,tally,
2026 Primary Election,2026-05-05,0069,Bluffton B,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,86,tally,
2026 Primary Election,2026-05-05,0070,Bluffton C,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,59,choice,yes
2026 Primary Election,2026-05-05,0070,Bluffton C,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,59,tally,
2026 Primary Election,2026-05-05,0070,Bluffton C,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
2026 Primary Election,2026-05-05,0070,Bluffton C,Dem For Governor and Lieutenant Governor,yes,Undervotes,Undervotes,1,tally,
2026 Primary Election,2026-05-05,0070,Bluffton C,Dem For Governor and Lieutenant Governor,yes,Contest Total,Contest Total,60,tally,
2026 Primary Election,2026-05-05,0071,Richland A,Dem For Governor and Lieutenant Governor,yes,Amy Acton,Amy Acton,38,choice,yes
2026 Primary Election,2026-05-05,0071,Richland A,Dem For Governor and Lieutenant Governor,yes,Total Votes Cast,Total Votes Cast,38,tally,
2026 Primary Election,2026-05-05,0071,Richland A,Dem For Governor and Lieutenant Governor,yes,Overvotes,Overvotes,0,tally,
